date,albedo_wsb,station
2015-01-01,0.2391013650629935,sharurah
2015-01-02,0.24523055508116665,sharurah
2015-01-03,0.2321135710757502,sharurah
2015-01-04,0.23636444530675252,sharurah
2015-01-05,0.2233830976045589,sharurah
2015-01-06,0.2307092394760509,sharurah
2015-01-07,0.2546238503500881,sharurah
2015-01-08,0.2445757573912189,sharurah
2015-01-09,0.23066858788694772,sharurah
2015-01-10,0.2286836531240457,sharurah
2015-01-11,0.24337696476415063,sharurah
2015-01-12,0.24598794307692362,sharurah
2015-01-13,0.23974250790869986,sharurah
2015-01-14,0.22965904432403797,sharurah
2015-01-15,0.24177922658038284,sharurah
2015-01-16,0.2487228336038946,sharurah
2015-01-17,0.23783812741125357,sharurah
2015-01-18,0.21474011317913275,sharurah
2015-01-19,0.24250608032106477,sharurah
2015-01-20,0.23729213980607342,sharurah
2015-01-21,0.21783244753152536,sharurah
2015-01-22,0.23230799394360563,sharurah
2015-01-23,0.26018599525369257,sharurah
2015-01-24,0.2497373705766905,sharurah
2015-01-25,0.2532876867917586,sharurah
2015-01-26,0.24853388498459553,sharurah
2015-01-27,0.24425120673583608,sharurah
2015-01-28,0.2367098644873119,sharurah
2015-01-29,0.2574096273534941,sharurah
2015-01-30,0.22439110130959658,sharurah
2015-01-31,0.23687506344565223,sharurah
2015-02-01,0.25891684536399684,sharurah
2015-02-02,0.2505795352000162,sharurah
2015-02-03,0.23997858561431964,sharurah
2015-02-04,0.24104378574464225,sharurah
2015-02-05,0.2511485659343728,sharurah
2015-02-06,0.24899958083769363,sharurah
2015-02-07,0.26286733756720876,sharurah
2015-02-08,0.2558189264846453,sharurah
2015-02-09,0.25112914566875805,sharurah
2015-02-10,0.24172233762803116,sharurah
2015-02-11,0.2550014548615998,sharurah
2015-02-12,0.24481345884896702,sharurah
2015-02-13,0.2510083132750052,sharurah
2015-02-14,0.24162993716222383,sharurah
2015-02-15,0.2500116381221368,sharurah
2015-02-16,0.26110412368538954,sharurah
2015-02-17,0.2453867600850656,sharurah
2015-02-18,0.25433010937340095,sharurah
2015-02-19,0.2729303617212702,sharurah
2015-02-20,0.25670315210672306,sharurah
2015-02-21,0.260019534556405,sharurah
2015-02-22,0.2547525567120332,sharurah
2015-02-23,0.2638272731033116,sharurah
2015-02-24,0.2539812107320787,sharurah
2015-02-25,0.27492765480538844,sharurah
2015-02-26,0.24432089252678585,sharurah
2015-02-27,0.25829559695499327,sharurah
2015-02-28,0.26361086783074417,sharurah
2015-03-01,0.27905061713998097,sharurah
2015-03-02,0.2753634330881509,sharurah
2015-03-03,0.2454307257864442,sharurah
2015-03-04,0.262283863384086,sharurah
2015-03-05,0.2565857049771568,sharurah
