date,albedo_wsb,station
2013-01-01,0.23842438509468483,hafar
2013-01-02,0.22354004939477687,hafar
2013-01-03,0.20401376066380464,hafar
2013-01-04,0.21821519786612784,hafar
2013-01-05,0.21649660376348714,hafar
2013-01-06,0.20428942559790544,hafar
2013-01-07,0.22217508752132342,hafar
2013-01-08,0.2405499333099853,hafar
2013-01-09,0.23469430251253234,hafar
2013-01-10,0.21919600840260153,hafar
2013-01-11,0.23508707628739414,hafar
2013-01-12,0.26514447737752844,hafar
2013-01-13,0.26010119450461194,hafar
2013-01-14,0.24724431604267494,hafar
2013-01-15,0.2508892764823123,hafar
2013-01-16,0.24033515987300244,hafar
2013-01-17,0.2352472139792646,hafar
2013-01-18,0.2302852617998499,hafar
2013-01-19,0.2679172392067909,hafar
2013-01-20,0.25384994068359323,hafar
2013-01-21,0.2519918796190976,hafar
2013-01-22,0.24171899387568274,hafar
2013-01-23,0.26068964804193057,hafar
2013-01-24,0.2396922882709141,hafar
2013-01-25,0.2729248722009494,hafar
2013-01-26,0.2785861344655801,hafar
2013-01-27,0.2682968128400827,hafar
2013-01-28,0.267738775324925,hafar
2013-01-29,0.23990015534113554,hafar
2013-01-30,0.2649013677807803,hafar
2013-01-31,0.22688461069436328,hafar
2013-02-01,0.2620324431338886,hafar
2013-02-02,0.2623903798769812,hafar
2013-02-03,0.26133944371027906,hafar
2013-02-04,0.2567295462859782,hafar
2013-02-05,0.2528324550366309,hafar
2013-02-06,0.26130569488543953,hafar
2013-02-07,0.26194835678178474,hafar
2013-02-08,0.24516797294732615,hafar
2013-02-09,0.24424297997478567,hafar
2013-02-10,0.2615377165961014,hafar
2013-02-11,0.263474862092042,hafar
2013-02-12,0.2640515148375197,hafar
2013-02-13,0.26597728288843175,hafar
2013-02-14,0.24769886374018335,hafar
2013-02-15,0.24839437720610943,hafar
2013-02-16,0.24274791346787244,hafar
2013-02-17,0.25573862381452417,hafar
2013-02-18,0.2506122172878126,hafar
2013-02-19,0.2510749902506781,hafar
2013-02-20,0.2503403197614017,hafar
2013-02-21,0.25886894139866096,hafar
2013-02-22,0.2551223069986829,hafar
2013-02-23,0.24847771432396273,hafar
2013-02-24,0.2589298150751313,hafar
2013-02-25,0.2679411497547903,hafar
2013-02-26,0.26685972687976084,hafar
2013-02-27,0.2776346744955705,hafar
2013-02-28,0.2813367816172054,hafar
2013-03-01,0.2625323467874882,hafar
2013-03-02,0.25498769581719916,hafar
2013-03-03,0.2667138293178072,hafar
2013-03-04,0.27681093222123637,hafar
2013-03-05,0.27767476174252953,hafar
2013-03-06,0.27052356516930803,hafar
2013-03-07,0.26386207104329984,hafar
2013-03-08,0.26488775753260896,hafar
2013-03-09,0.26934555461322063,hafar
2013-03-10,0.27294060823114263,hafar
2013-03-11,0.3061686253512171,hafar
2013-03-12,0.28578509130253543,hafar
2013-03-13,0.2899472205168731,hafar
2013-03-14,0.2812191931851074,hafar
2013-03-15,0.27531221487124097,hafar
2013-03-16,0.25303112438879877,hafar
2013-03-17,0.27039666572287174,hafar
2013-03-18,0.25862252452391754,hafar
2013-03-19,0.26301536019186555,hafar
2013-03-20,0.28184826626919585,hafar
2013-03-21,0.2722387333175508,hafar
2013-03-22,0.27004648696972894,hafar
2013-03-23,0.26627282173250655,hafar
2013-03-24,0.28277018339017956,hafar
2013-03-25,0.3053616572899548,hafar
2013-03-26,0.2892976615675638,hafar
2013-03-27,0.3071573541939361,hafar
