date,albedo_wsb,station
2013-01-01,0.24124322147517993,riyadh
2013-01-02,0.2590372111494488,riyadh
2013-01-03,0.25140226635174967,riyadh
2013-01-04,0.2324973657638425,riyadh
2013-01-05,0.24507993425684926,riyadh
2013-01-06,0.2274803549581434,riyadh
2013-01-07,0.24824878431496789,riyadh
2013-01-08,0.24702347981727374,riyadh
2013-01-09,0.25667890766565277,riyadh
2013-01-10,0.24770763294251283,riyadh
2013-01-11,0.23522142479524727,riyadh
2013-01-12,0.25804350776328755,riyadh
2013-01-13,0.26242661725337085,riyadh
2013-01-14,0.26607455485188397,riyadh
2013-01-15,0.2341524163670623,riyadh
2013-01-16,0.2363144168904422,riyadh
2013-01-17,0.21037169323851154,riyadh
2013-01-18,0.21665372306927674,riyadh
2013-01-19,0.24363823919152466,riyadh
2013-01-20,0.24646914336416495,riyadh
2013-01-21,0.24711007096767448,riyadh
2013-01-22,0.2554216220034113,riyadh
2013-01-23,0.2556263998736174,riyadh
2013-01-24,0.23860131204512547,riyadh
2013-01-25,0.2513881430882639,riyadh
2013-01-26,0.2537421554807477,riyadh
2013-01-27,0.24654559144443616,riyadh
2013-01-28,0.2503462904811963,riyadh
2013-01-29,0.25399949629752855,riyadh
2013-01-30,0.2570106502386218,riyadh
2013-01-31,0.24729418698111366,riyadh
2013-02-01,0.23981148180362788,riyadh
2013-02-02,0.24357023927765642,riyadh
2013-02-03,0.2409880935504218,riyadh
2013-02-04,0.24640722339489304,riyadh
2013-02-05,0.2665718181956031,riyadh
2013-02-06,0.23829606911358978,riyadh
2013-02-07,0.25087346216420336,riyadh
2013-02-08,0.2519873675318669,riyadh
2013-02-09,0.2634978116576883,riyadh
2013-02-10,0.2626164221454394,riyadh
2013-02-11,0.25967584130103327,riyadh
2013-02-12,0.24603946832645793,riyadh
2013-02-13,0.24341483754533946,riyadh
2013-02-14,0.23969540022762315,riyadh
2013-02-15,0.2572760306445691,riyadh
2013-02-16,0.2709005318882205,riyadh
2013-02-17,0.26245571724592154,riyadh
2013-02-18,0.26151705375765766,riyadh
2013-02-19,0.2516343449243442,riyadh
2013-02-20,0.25337040709513065,riyadh
2013-02-21,0.24767146270255563,riyadh
2013-02-22,0.26479930022981635,riyadh
2013-02-23,0.2493436591482351,riyadh
2013-02-24,0.2465739307280114,riyadh
2013-02-25,0.23442678937610348,riyadh
2013-02-26,0.27842415586732266,riyadh
2013-02-27,0.27720849833016475,riyadh
2013-02-28,0.2774982182971671,riyadh
2013-03-01,0.2667652116549396,riyadh
2013-03-02,0.27187621241035703,riyadh
2013-03-03,0.2829544078124477,riyadh
2013-03-04,0.27893360530121647,riyadh
2013-03-05,0.29042999618747783,riyadh
2013-03-06,0.26470585988998657,riyadh
2013-03-07,0.2406838948499371,riyadh
2013-03-08,0.2420741216960812,riyadh
2013-03-09,0.255826672302731,riyadh
2013-03-10,0.2583556364711461,riyadh
2013-03-11,0.2636141114058297,riyadh
2013-03-12,0.2650610888933914,riyadh
2013-03-13,0.28558756610923386,riyadh
2013-03-14,0.2769032433114824,riyadh
2013-03-15,0.27474348704195245,riyadh
2013-03-16,0.2807287165532968,riyadh
2013-03-17,0.2715453257365245,riyadh
2013-03-18,0.2650842565885897,riyadh
2013-03-19,0.24158794782769497,riyadh
2013-03-20,0.2699055898834732,riyadh
2013-03-21,0.2595019909862312,riyadh
2013-03-22,0.24945380003634535,riyadh
2013-03-23,0.2798196126561161,riyadh
2013-03-24,0.2854245505618424,riyadh
2013-03-25,0.2813917673534557,riyadh
2013-03-26,0.3102700820203289,riyadh
2013-03-27,0.31501300302181945,riyadh
2013-03-28,0.3144437570377812,riyadh
2013-03-29,0.28261094199795245,riyadh
2013-03-30,0.27878998297625723,riyadh
2013-03-31,0.29370401067377444,riyadh
2013-04-01,0.2807230967040771,riyadh
2013-04-02,0.27952407642062194,riyadh
2013-04-03,0.3025974395420811,riyadh
2013-04-04,0.2767582892416239,riyadh
2013-04-05,0.2632886813537462,riyadh
2013-04-06,0.28481447895961104,riyadh
2013-04-07,0.28890855065820537,riyadh
2013-04-08,0.3025561011625266,riyadh
2013-04-09,0.2965378311613752,riyadh
2013-04-10,0.3085538313737695,riyadh
2013-04-11,0.29434255830600475,riyadh
2013-04-12,0.29591606686349514,riyadh
2013-04-13,0.3037682660183161,riyadh
2013-04-14,0.3134725345665643,riyadh
2013-04-15,0.30747599035793394,riyadh
2013-04-16,0.2975967617459358,riyadh
2013-04-17,0.2981617174954507,riyadh
2013-04-18,0.300508804239417,riyadh
2013-04-19,0.3058947149305317,riyadh
2013-04-20,0.2944324747918427,riyadh
2013-04-21,0.2956116901282313,riyadh
2013-04-22,0.3114021184361787,riyadh
2013-04-23,0.28446003047806556,riyadh
2013-04-24,0.30863044557903957,riyadh
2013-04-25,0.3033362184565514,riyadh
2013-04-26,0.298441649449729,riyadh
2013-04-27,0.3013052825479302,riyadh
2013-04-28,0.3185406519876172,riyadh
2013-04-29,0.31226364098104087,riyadh
2013-04-30,0.3265446750822835,riyadh
2013-05-01,0.3319750387621599,riyadh
2013-05-02,0.32680725630190516,riyadh
2013-05-03,0.306600944162492,riyadh
2013-05-04,0.32536820774905884,riyadh
2013-05-05,0.3167952109555048,riyadh
2013-05-06,0.3137880214595506,riyadh
2013-05-07,0.3321689416855924,riyadh
2013-05-08,0.33140802983628503,riyadh
2013-05-09,0.3450978315523497,riyadh
2013-05-10,0.3075427997764962,riyadh
2013-05-11,0.3156272311052462,riyadh
2013-05-12,0.2947551975805482,riyadh
2013-05-13,0.3025658594241474,riyadh
2013-05-14,0.2817816574782116,riyadh
2013-05-15,0.2727186295378663,riyadh
2013-05-16,0.2765432245786526,riyadh
2013-05-17,0.2618194277123303,riyadh
2013-05-18,0.28499087415697594,riyadh
2013-05-19,0.29564855447289523,riyadh
2013-05-20,0.2773046540066392,riyadh
2013-05-21,0.2959018731330143,riyadh
2013-05-22,0.294634121384812,riyadh
2013-05-23,0.29905865718781804,riyadh
2013-05-24,0.30558980545303055,riyadh
2013-05-25,0.3077490302769211,riyadh
2013-05-26,0.33488270592431707,riyadh
2013-05-27,0.2995505821777591,riyadh
2013-05-28,0.3059917431880198,riyadh
2013-05-29,0.3198717034280652,riyadh
2013-05-30,0.3190917560900697,riyadh
2013-05-31,0.30400249383916134,riyadh
2013-06-01,0.3057499064233525,riyadh
2013-06-02,0.32626351495015155,riyadh
2013-06-03,0.32185038328610044,riyadh
2013-06-04,0.32454630115963756,riyadh
2013-06-05,0.3145999824280534,riyadh
2013-06-06,0.3064656311454462,riyadh
2013-06-07,0.29684779005630335,riyadh
