date,ws_max,ws_mean,blh_mean,blh_min,rh_mean,t2m_mean,sp_mean,tcwv_mean,sm_mean,soilt_mean,ustar_max,wind_n_mean,wind_e_mean,northerly_frac,precip_sum,precip_7d
2013-01-01,0.5,0.38305038130325186,1060.1653495714825,511.268950206717,23.91850801942315,296.47916072011884,100732.93476899803,19.388778203211125,0.10951648271761415,294.0778654368444,0.05060449670321708,-0.8270958698057407,1.253842789768597,0.5264901812275948,0.0016794373017626147,0.0
2013-01-02,0.5,0.3561324499953508,690.2258393068075,296.7307587361674,31.898187892027515,292.9213743571319,101038.28191986926,19.513824421757903,0.13245265992516247,285.83986569115876,0.04282623859553444,-2.255147536334647,-0.4119309733757734,0.35524962713040215,0.0006692904949738127,0.0016794373017626147
2013-01-03,0.5,0.3879902885925649,507.33635170204604,185.72106049978652,41.4993209088081,297.0858890645855,100181.96494507667,17.27568260233033,0.10079677786114181,289.7390696980977,0.060155096411997386,-2.593617856621304,4.314752710970703,0.39566636292596447,3.205480298461963e-05,0.0023487277967364274
2013-01-04,2.348529033570932,1.6389017963141304,1251.8249502117158,588.7325726948196,30.060034746091038,296.11297594252153,101009.16026775583,16.124637355941864,0.11334639539756128,289.52930462578945,0.22080596521232054,-0.3946932569824649,1.5224539037412763,0.46138609468921277,0.00011732544964338899,0.002380782599721047
2013-01-05,7.109473149745381,4.092187819763872,911.9244523069515,249.06834910931818,21.159888337650806,299.7692015653642,100302.85599879452,21.3905103463144,0.0574172043551319,293.6485639682845,0.5767590458347899,0.5722528440634906,0.27155779756494625,0.5710908453323783,0.0002166098282953297,0.002498108049364436
2013-01-06,0.5,0.36819063023348075,981.5474070760243,328.0565216280712,33.745835407155646,297.1359877266514,99962.74904513748,25.127818089092315,0.07270786158305534,294.5367075860945,0.04249031455477851,-0.8019472881245582,0.17732440453410647,0.4353765589231726,0.00133412347802422,0.0027147178776597658
2013-01-07,0.5,0.37095006372516626,199.85630281900023,80.6448415349294,49.74563444297122,296.41694272570953,100278.04928403703,14.978128204792345,0.10222551755068357,293.3889041368732,0.0408809016013145,-4.039142157049551,0.7903660075348196,0.07352103455420869,0.0005882771118150491,0.004048841355683986
2013-01-08,0.5,0.2765067491210189,232.6926337853625,83.59490438677976,39.984812228161616,293.1802756403056,101065.21177276812,19.699655262451714,0.1007868895080977,290.33390482125543,0.041950428117342266,-4.926588462410865,1.9725614221248338,0.0,0.00033505962128940547,0.004637118467499035
2013-01-09,1.013263788011494,0.7599205060486242,535.7728686896735,265.8501958713053,44.818371789503516,290.4651892551894,100742.11706977418,18.53916724781178,0.10242212478698676,284.8703752079488,0.09448572548186275,-2.2939065054774885,0.07842607595979884,0.24909597757951912,8.777204400915554e-05,0.0032927407870258258
2013-01-10,0.5,0.37906124258178886,476.70257896222614,161.72002138810853,42.43877786124707,296.82350141042633,101041.82640646187,17.53108051760662,0.1095933720101969,291.2724923891349,0.04554049956357675,-2.0539945780162885,2.2998676356663372,0.2749474668802515,0.000962017781087626,0.0027112223360611686
2013-01-11,1.7815384729364652,1.29692674176117,1020.5550759983452,395.6350311841931,30.573039304458888,295.96201135875384,100115.04147393137,21.785857650604946,0.10503523500465661,292.417477702198,0.14775092267762177,-3.0005029776522494,-0.6115074896849112,0.2199863407051967,0.0005372461488639519,0.003641185314164175
2013-01-12,5.234959881970675,3.7437668025679676,1779.7438470073362,525.1096106030434,10.37891309470258,298.5061977987864,100409.27630188274,19.71228959090878,0.08393179582748307,293.20964670451053,0.4201830753272203,2.167002972780551,-0.6344139856745246,0.6341172163877667,4.02549724805943e-05,0.004061106013384738
2013-01-13,2.372586560473938,1.7677874132381848,1273.8220279225245,572.4382507158527,17.444622865290256,293.58510010098666,100319.15442165344,18.231590161851095,0.1007083334812859,286.7170774305469,0.2252765133505945,2.836694215437975,-1.7507503871028625,0.5807665915110811,0.0011148307277741524,0.0038847511575700023
2013-01-14,2.9656213116504344,1.942194248009139,1356.3873669109134,444.83860711741823,30.91019346806924,293.8186220210376,100351.99817336795,19.940531903328726,0.09508510527247788,291.71470827654764,0.2522139527095011,0.26881774108258005,0.11225868749421317,0.5827907457940331,0.0005883638976456537,0.0036654584073199346
2013-01-15,0.5,0.3760954196479135,1213.5781098853267,367.28489264278375,31.57190705824674,296.328978078998,99866.3651774426,14.477331485718066,0.07789258031328028,290.41623199657823,0.055287380935402,-0.014475726431991909,-0.8393493559579448,0.6404615785631042,0.000647031439390229,0.003665545193150539
2013-01-16,1.6017140185863967,0.9677546129946241,928.310823832162,417.221906833549,27.147905729875703,294.98679320498997,100700.47234043216,13.778639385617591,0.09191269977191657,287.5700398572753,0.13157523501771132,1.7273054398730738,-3.3571165013857986,0.6138897828776785,0.0010880272245825113,0.0039775170112513625
2013-01-17,0.5,0.28663316669173533,1181.6507672810594,453.4540637925688,32.970805084097826,293.12817879317294,101145.44271904218,19.194402911725096,0.057767064840257794,289.5946559169774,0.05014410905996672,0.3935003763804541,-0.27767232824605975,0.5411620527807143,0.0006920005098874068,0.0049777721918247185
