date,ws_max,ws_mean,blh_mean,blh_min,rh_mean,t2m_mean,sp_mean,tcwv_mean,sm_mean,soilt_mean,ustar_max,precip_sum,precip_7d
2013-01-01,0.5362808060887523,0.33232466116702464,951.9031356592554,439.3686062258668,40.637135902124356,299.6553370236945,100230.47497333743,14.831780872617568,0.08210112612416767,296.0742652409198,0.08347060478627774,0.0001519476994523734,0.0
2013-01-02,0.992537724255455,0.7258392937658463,872.1676873287466,343.97170446346627,24.40286039432913,297.9850205764585,101112.38913074361,11.69738892253384,0.08751497988810374,292.5716414996797,0.08889692426218306,0.0006798512631111624,0.0001519476994523734
2013-01-03,2.1498618607829854,1.6694915255795781,1124.1482295135352,375.4766154101914,40.165285928969794,294.74289865011775,100817.32688536997,19.32587003615733,0.13773761878524854,287.45495030535267,0.17696565010133675,0.0003153986852557517,0.0008317989625635357
2013-01-04,0.5,0.3431856690784557,1151.2859125020445,519.6771733675321,40.025921224066195,298.0214822130821,100399.91645364813,22.411362767826404,0.08946886538334585,292.1872681068453,0.08523085950999919,0.00016790513731014601,0.0011471976478192873
2013-01-05,1.7525408520318628,1.2430326931714086,1024.4968945084886,449.74969455937924,36.360186474365506,295.7702460972528,100628.38280596408,21.405062331884256,0.08453588726901537,289.04411365679954,0.16234978123724736,0.0026822092048589046,0.0013151027851294335
2013-01-06,2.3760803440580345,1.6807625924634613,1374.5913836201914,470.9485445681545,27.25567247354374,292.55584394000783,100331.00670512186,15.758465268873127,0.12213469362825981,289.5818703361049,0.23950938598216154,0.0004287319854376946,0.003997311989988338
2013-01-07,0.5,0.3489952010622108,743.5097658292887,238.67381089037315,40.05587853392087,298.7859174426597,100043.65975411366,21.38040063570926,0.0815700443467441,294.80455213236826,0.05413071569060253,0.0004285807666608506,0.004426043975426033
2013-01-08,0.5,0.3306610903095301,448.6990696308286,190.23853488967399,38.26953112990772,295.10040957097124,100520.51266567208,12.360222035117738,0.11818704460074961,292.7929744340187,0.07111023763970815,0.0008579976996654991,0.004854624742086883
2013-01-09,0.5,0.34570858862105003,792.3803165689518,274.87564180740526,43.34223719718226,293.94015530988383,99781.37353236601,18.221777567718718,0.12110436310858737,290.53533392971184,0.057715796468508065,0.00042103971372296485,0.0055606747423000095
2013-01-10,0.5,0.3468061740725239,723.388508449369,352.820471385703,38.196305531255504,296.2362393585926,100349.15084428932,15.113907675483647,0.10617450537834225,289.88926638478017,0.04685742212068077,0.0003441484214115557,0.005301863192911812
2013-01-11,0.5,0.28847367449043154,150.0,71.00668909829493,58.35618844199526,293.6095249567776,100508.66689541731,14.892321427066701,0.11599131446314928,289.3543165700737,0.07685110855642169,0.0008849808402327002,0.005330612929067616
2013-01-12,0.5,0.30376292511528186,150.0,46.68882005018983,53.656673209026074,293.8610726852596,100366.57144062172,16.800114067646618,0.08697967859778649,288.42224358323074,0.04668902715701659,0.0004887743220499637,0.00604768863199017
2013-01-13,0.5,0.2990503130517918,252.7917532919704,98.34582175775878,45.729252735197676,294.65403412420727,100405.74529065791,15.25479874326381,0.1189645003122729,291.75596224749603,0.04705830217356071,0.0013697893648367094,0.003854253749181229
2013-01-14,0.5,0.28850895863111076,150.0,55.56940143718009,44.522945841596815,291.4755882977436,100061.412771937,20.044415777506856,0.07329927314933571,285.27316041801186,0.046645056086958285,0.0031427766000381324,0.004795311128580244
2013-01-15,0.5,0.37421262567750735,150.0,57.13170303034995,47.76616528600721,290.7426494798978,99428.01845356623,13.722283574201477,0.1154283607732413,287.68989983696474,0.04248766798169718,0.00042131706498685275,0.007509506961957525
2013-01-16,0.5,0.29265728912222416,150.0,67.28669835122001,57.14850859530216,294.2242052235975,100394.27246410972,16.91636053770564,0.1483531016462069,286.8565405678274,0.05498673604498026,0.0016364211928114449,0.007072826327278878
2013-01-17,0.5,0.37737661749649076,150.0,69.47168126959406,33.10503253517526,295.19922794807184,100920.77585445071,21.549577589626903,0.07843292363364096,287.563463203315,0.060117557116839665,0.0004076736334238654,0.008288207806367359
2013-01-18,0.5,0.3275457072318656,499.09668772522014,243.37882915889702,39.306586302687094,293.74940048972934,101724.94008720768,13.269869844451762,0.08589869037715674,288.36588451456447,0.05109941933505311,0.0018086327944510363,0.008351733018379668
2013-01-19,0.5,0.30832581805227904,372.58627060803997,172.88515785172953,26.26081184660282,292.3616641376958,100385.51106627179,16.0510456345237,0.07923193262463703,286.01294258034795,0.054090453787243434,6.552860125710972e-06,0.009275384972598005
2013-01-20,0.5,0.3489392751825451,526.9524067835878,254.08852234210428,33.06002204021194,292.5790572732268,101149.42764505389,13.091095200535893,0.11466357425109482,288.77802464120964,0.040354757292668256,0.00014684047059963613,0.008793163510673751
2013-01-21,0.5,0.29918377193579826,541.3765764321562,230.25342210825332,35.553795615304935,298.095846621856,100779.5797247773,13.784890522886393,0.10224231177506159,290.51896382784923,0.04144934486355367,0.0003802845351485737,0.007570214616436679
2013-01-22,1.1764639640625567,0.7491602235924657,739.3807653501212,262.2784380837112,34.93174278812059,294.56791655421296,100424.28702636146,13.273399060609838,0.1026356626292719,291.0144079955489,0.11864407833749716,0.00044902227902668016,0.00480772255154712
2013-01-23,0.5,0.35700002834245553,529.0441922719318,227.00517642503684,48.6210746226207,292.72239226722365,100410.4335246126,17.84267711768062,0.10288432693028704,287.27228866450986,0.042340016098841714,0.00017124927623125887,0.004835427765586947
2013-01-24,0.5,0.3105414337815591,775.8442141656159,378.43947488025003,26.14173915962457,292.7853102138508,101108.32481287971,12.767334169501172,0.04444570138145304,284.9361748714964,0.07233323936096805,0.0003997361727647899,0.003370255849006761
2013-01-25,2.467608816231968,1.8604234278825893,921.9935918805006,447.9885398270939,32.03601493156395,291.0797022231451,100523.35248041015,16.389409733998107,0.1274394364626756,283.16974329628414,0.20155546441838604,0.0001962391977148326,0.003362318388347686
2013-01-26,2.821607001214365,1.9573099336083841,986.2306739027725,469.33453712830317,31.397989383138775,290.46308363465613,100544.39980011528,15.569663554987727,0.1437444336784488,284.023070413188,0.22664279271063478,0.0009299229227528544,0.0017499247916114825
2013-01-27,1.3420889410706187,0.9427983833978708,718.3786046797167,308.4701950558036,40.62193731155099,292.9483034839952,100845.18636332283,15.538834842376563,0.0960788180570717,290.23999346168404,0.12286332433689291,3.74873863659995e-05,0.0026732948542386257
2013-01-28,0.5,0.34509835539811684,720.7044538832943,315.2271190959186,36.8338411126913,291.3585924961854,100209.34131083585,23.26052086326462,0.09426806676853913,284.93613514042295,0.0679230084988783,0.00011063888257210078,0.002563941770004989
2013-01-29,0.5,0.33838173687707424,768.7087699979965,232.3542091862889,38.0857812873686,291.40153690613624,100477.12036610012,21.628171414772137,0.10829299571847101,285.7381140583341,0.05341162503905809,0.0006611129780848511,0.002294296117428516
2013-01-30,4.001791867784412,2.2826239523054648,842.3788738077401,333.667159550156,39.57630937761806,293.4733044064305,99585.65051203355,14.852324046438717,0.10840733586533488,285.95574944228025,0.326459460324387,0.0007965010266236465,0.002506386816486687
2013-01-31,2.3905018468205728,1.3937733580216758,817.3833235487031,348.2379029759514,29.866689342005074,287.69254101619447,100889.6357568171,21.68228198580067,0.08306365466654843,284.0951652449161,0.2297944061195656,0.0004981521149105122,0.003131638566879075
2013-02-01,7.315800182585207,4.1348923326005975,1662.7089910667967,676.4434609140822,18.529902617777644,289.1981810964702,99739.94431664018,23.811467557819796,0.081239278470763,281.9075034202711,0.6117511768068189,9.322059346242332e-05,0.003230054509024797
2013-02-02,0.7390225674580917,0.46512318494901067,1398.8791411668296,575.4653141546065,25.262643084281997,288.5647595484841,100190.28662021639,18.94893982496337,0.10459595800682285,283.97521961950764,0.07783444898624027,0.0007362343884970882,0.0031270359047723875
2013-02-03,5.290540259064763,3.713044423871256,1354.775234365186,519.5761937873767,28.90031990506376,291.0365186038123,99987.91387857801,20.5139375954366,0.11400318865842937,283.1802040253317,0.4285690634551799,0.0007042551441397736,0.0029333473705166215
2013-02-04,7.045969952922603,3.9491784776504493,1323.269782548483,611.7652366017046,17.290592265410403,287.654558012747,100286.10545761204,11.342903162578946,0.08634540021346111,284.3043530158463,0.6091524453488755,0.0004752369097376355,0.0036001151282903953
2013-02-05,5.673585416574198,3.2857339487238773,1229.6478499591856,584.6897870626814,27.148025926753483,291.5001971252475,100032.78844322714,17.2421512001902,0.11811776917323558,287.1117303875668,0.4723000415107483,0.0006170280842246655,0.00396471315545593
2013-02-06,0.5,0.35284793019353006,746.2196799402845,316.20973929774965,44.26230592974603,287.0330512424384,100139.41848480333,14.472866401289542,0.10180055308352776,283.6918562121318,0.05778346597766995,0.0002623786464231285,0.003920628261595745
2013-02-07,3.720360313793304,2.300112007185061,871.7641691458626,418.99632942404645,33.22581730813591,289.7768279017178,101045.22610320119,15.20163065038487,0.076305403856879,283.53079840011065,0.3037328232937314,0.0002328629972556701,0.0033865058813952265
2013-02-08,0.991956212001946,0.5915698315059459,838.4533789295494,262.2920736452703,24.734267562965556,286.17929196161754,100718.8968844455,21.201622987932918,0.11089812354662393,280.7977597584679,0.11438321557243424,0.00016349952199565303,0.0031212167637403847
2013-02-09,2.2547760959430043,1.383538029607663,1006.8709740469944,430.38329218101796,39.337172487087315,284.6551110824131,100517.94298138803,10.05264082555081,0.10871169268133177,278.68285003206114,0.21514221103678627,0.0004254600823524857,0.0031914956922736147
2013-02-10,1.447725922600979,1.0399585978319847,977.6060527463275,438.5035788545958,32.99701456558939,287.2495217486799,100980.84362531791,13.942744143619878,0.07951880455717575,283.03128110353066,0.1375656764471131,7.127178170252308e-05,0.0028807213861290117
2013-02-11,4.373619059378525,2.637906349892649,1200.3731766499745,350.8441579330722,19.872271200263636,291.56600579391915,100257.9442498694,13.642976110449943,0.09222887004193209,284.6967116510787,0.38115834246930497,5.428398711342103e-05,0.0022477380236917617
2013-02-12,3.753700293507709,2.8553006965983183,966.4904873942983,411.78043559134676,28.553091885876913,287.44585616457374,100854.14906967474,13.332074785149302,0.07715984113357702,281.13583907381195,0.3280605109371288,0.001575605530618185,0.0018267851010675467
2013-02-13,0.5,0.3884015321199378,1076.7667546712019,394.6516470947774,39.994617930890655,289.03004505739005,101230.67546570802,17.749508295413882,0.12867452117145864,282.596540322664,0.059656579078593605,0.0002707870131099327,0.0027853625474610665
2013-02-14,0.5,0.28302877018080125,232.15435632863998,89.1876803540546,40.45014834864388,285.03339021647554,100690.48837541862,21.12800405498723,0.10090103764924839,279.9060185484629,0.05455905861423091,0.00026607250950993073,0.002793770914147871
2013-02-15,0.5,0.3790050649202551,150.0,53.45416669485192,55.124122970418696,286.9269508349346,100334.25203351107,20.890632182245135,0.08929148091635376,281.08007762924206,0.04517211336727061,0.0016455031585516074,0.0028269804264021313
2013-02-16,0.5,0.35648136183565493,159.30641317468127,74.01067938327701,57.3444501942312,285.4085965350015,101177.54780831635,22.396650866939883,0.08654283619059008,283.0203672953205,0.0578870241629081,0.0002639480819696902,0.004308984062958085
2013-02-17,0.5,0.3846754685051924,150.0,71.85118803295519,46.40905106230447,287.23628245633364,100537.10711641899,19.849004019967705,0.09854266962953159,280.27738967694313,0.04449632356604,0.0029079773436468466,0.00414747206257529
2013-02-18,0.5,0.3811831030884746,544.2060148995903,207.469092337616,45.4696784948063,285.8587392038548,99966.75503331513,18.897796147634907,0.08685200392173419,278.0377655680859,0.04657682857154401,0.0014831722736624313,0.0069841776245196125
2013-02-19,1.30024233183169,0.7371218535426324,640.2454503886584,281.648784181876,37.506382395841854,288.395477476881,100699.89753662726,17.95343269415719,0.06674330024072797,283.188456715778,0.13077274254517957,0.0019374788177292754,0.008413065911068624
2013-02-20,1.912799582627429,1.3959874659520304,973.1840494206045,321.03538097345927,24.650185391543395,283.33893598221374,100725.95731463726,12.701135170442011,0.11446764773259796,277.6648662176213,0.1749659785652517,0.00023821393853385158,0.008774939198179715
2013-02-21,3.1322514173164455,2.1180119466302476,961.572923224029,303.6020661640761,30.85883211224574,283.8217930715051,101016.81945875745,10.8096948626417,0.11777203609250408,276.62973236680887,0.2567053653727686,0.0017076751948491228,0.008742366123603632
2013-02-22,0.606025716052095,0.44280849393836497,989.1703830313203,361.6773385944194,25.786543072147623,286.8375166588957,100007.95786647522,19.062326199849757,0.1108366530358152,283.0974293563568,0.05693857742161743,0.0004770778745605581,0.010183968808942826
2013-02-23,0.6021732015037977,0.38782693183648814,895.5987264989534,232.9456940255544,32.1662613690916,285.90555796662886,100716.03439676772,20.421773931991783,0.09148687068715826,280.1459353778291,0.05058916139149425,0.0031882093395810395,0.009015543524951776
2013-02-24,0.5,0.33631912630099786,150.0,49.829749020966005,48.38869596180986,284.61992011962684,100606.1743331432,19.311547505414406,0.11027432844900673,278.4891904638088,0.04034301267603459,0.00017004135680378824,0.011939804782563124
