date,ndvi,nddi,station
2013-01-01,0.11057860821084083,0.2743082667924866,arar
2013-01-09,0.08004159039030763,-0.18712166267476993,arar
2013-01-17,0.114356253702218,0.15422576897815793,arar
2013-01-25,0.0923482908890123,0.05702485792990604,arar
2013-02-02,0.10808621528543562,0.2872521243882511,arar
2013-02-10,0.0821781080327218,-0.0576232564199851,arar
2013-02-18,0.09974331271998703,0.20102453452907632,arar
2013-02-26,0.11669580468189447,-0.16103853318325614,arar
2013-03-06,0.11035551670198938,0.06861471454519465,arar
2013-03-14,0.11827260845144608,0.013401447090173962,arar
2013-03-22,0.11916228945057264,-0.2942755514840412,arar
2013-03-30,0.09561309085267619,0.06605399391509258,arar
2013-04-07,0.11028962408791976,-0.20679870933185435,arar
2013-04-15,0.10804533935988177,0.1823663176630041,arar
2013-04-23,0.11938157772170066,0.13079394235812447,arar
2013-05-01,0.11938871837044795,0.045327104053743836,arar
2013-05-09,0.08099005500795374,-0.07012954476246377,arar
2013-05-17,0.1138498174246455,-0.011860348519764363,arar
2013-05-25,0.1038210667204809,0.13323012206435975,arar
2013-06-02,0.09379913131466364,0.28999314969021045,arar
2013-06-10,0.0855689018987358,-0.09424517325984891,arar
2013-06-18,0.0880925249611302,-0.1726288581251511,arar
2013-06-26,0.10618899313800291,0.12490895499810654,arar
2013-07-04,0.08115270726110567,0.28287254055510475,arar
2013-07-12,0.08085689598634065,0.22121591153551168,arar
2013-07-20,0.10649290403360927,0.22104530872025702,arar
2013-07-28,0.10638882279693607,0.15752993953378558,arar
2013-08-05,0.11432086080301913,0.19299736555617664,arar
2013-08-13,0.11021886116767789,-0.1915084234069209,arar
2013-08-21,0.08056410396571524,-0.1827260613472817,arar
2013-08-29,0.08296086496001401,0.06292808240798127,arar
2013-09-06,0.08732476431737307,-0.06515401938190732,arar
2013-09-14,0.10277226845146623,0.043102754240320576,arar
2013-09-22,0.107687592044861,0.17038408690938095,arar
2013-09-30,0.09022850082745633,-0.030099542359882506,arar
2013-10-08,0.10395496284039016,-0.08669788598173508,arar
2013-10-16,0.08449096762195665,0.2849864612578905,arar
2013-10-24,0.10939694738679061,-0.018080712295646444,arar
2013-11-01,0.10702618754960698,-0.27020858509877704,arar
2013-11-09,0.08283548374333673,0.14535148045418644,arar
2013-11-17,0.09341860578852623,0.22522973524349726,arar
2013-11-25,0.11222008237221685,0.16973630301479803,arar
2013-12-03,0.11067079116184447,-0.14653870186314905,arar
2013-12-11,0.11649600180992883,-0.08939832259265063,arar
2013-12-19,0.09995150544495618,0.20846764381365424,arar
