date,ndvi,nddi,station
2013-01-01,0.10960058444093011,-0.054096120586918886,dammam
2013-01-09,0.11650224370077512,0.29743480758051416,dammam
2013-01-17,0.11740730820151922,0.29406086995975983,dammam
2013-01-25,0.09896433596488445,-0.19314612276612902,dammam
2013-02-02,0.11726379270637319,-0.07508328970963686,dammam
2013-02-10,0.1121487201737226,-0.018470359136397947,dammam
2013-02-18,0.1033643613985223,-0.0478098723856034,dammam
2013-02-26,0.0919958592625769,-0.16737552676914658,dammam
2013-03-06,0.08446241330620323,0.09301597073234398,dammam
2013-03-14,0.08880662945019129,-0.09102266961618069,dammam
2013-03-22,0.09367897705472997,-0.1906961942809789,dammam
2013-03-30,0.09481717489367528,-0.08366906188814997,dammam
2013-04-07,0.10906516431193963,-0.10231398831912225,dammam
2013-04-15,0.11370271815732792,-0.17882302758752924,dammam
2013-04-23,0.08649369305894822,-0.06417134760582967,dammam
2013-05-01,0.11421516585244826,0.01662430549460013,dammam
2013-05-09,0.11255340617307202,-0.2181344014592025,dammam
2013-05-17,0.10502444309428753,-0.12683910372167154,dammam
2013-05-25,0.08279999393784941,0.2547132701180323,dammam
2013-06-02,0.08460182463493116,-0.12531718238172207,dammam
2013-06-10,0.08615140064672441,0.08115514948067888,dammam
2013-06-18,0.11861443345650668,0.16062365352525104,dammam
2013-06-26,0.08970516126566891,-0.20526068781264173,dammam
2013-07-04,0.11921388763490492,-0.06595921945435332,dammam
2013-07-12,0.09932287569535005,0.02380900968617833,dammam
2013-07-20,0.08893366956830195,-0.003584934964874137,dammam
2013-07-28,0.1097025200249394,0.19457675289803256,dammam
2013-08-05,0.10116684275784736,0.12523103159609822,dammam
2013-08-13,0.08807353503454136,-0.0065397659291783206,dammam
2013-08-21,0.1067220050801011,0.0864405056458895,dammam
2013-08-29,0.1181888358716861,-0.09630437705038127,dammam
2013-09-06,0.10113429519846025,-0.10798858717518017,dammam
2013-09-14,0.08855790337174889,-0.2523509828664865,dammam
2013-09-22,0.09391649825004848,0.22358354587648832,dammam
2013-09-30,0.0984229224541954,-0.00661411027251009,dammam
2013-10-08,0.11937152156900652,0.14004384208797271,dammam
2013-10-16,0.09015583053775811,-0.08721889546978033,dammam
2013-10-24,0.09574965412803467,-0.18483465265574944,dammam
2013-11-01,0.10995283863936985,0.048190299138101175,dammam
2013-11-09,0.09524722532554632,-0.15324369486859457,dammam
2013-11-17,0.11634415440778817,-0.2183352579392966,dammam
2013-11-25,0.08355713436963783,-0.11521812786394936,dammam
2013-12-03,0.11534311960664642,-0.13855253685528876,dammam
2013-12-11,0.11151129669967876,-0.09439470260407166,dammam
2013-12-19,0.09339483261804091,-0.09841186815504113,dammam
2013-12-27,0.1018209629370001,-0.2245860522173686,dammam
2014-01-04,0.10554551794287084,0.14177289803082183,dammam
2014-01-12,0.0850186865213697,-0.05633442902194084,dammam
