date,ndvi,nddi,station
2013-01-01,0.09550983591258243,-0.0631208022382077,riyadh
2013-01-09,0.05887970694565796,0.12776993430243705,riyadh
2013-01-17,0.15535573769280808,-0.030485490916242516,riyadh
2013-01-25,0.07193249461213387,-0.024988860973090672,riyadh
2013-02-02,0.12098361228492766,-0.13466258544726045,riyadh
2013-02-10,0.05973932711129144,-0.05557881097990383,riyadh
2013-02-18,0.07985143354216905,-0.13996117452244922,riyadh
2013-02-26,0.07045875102290156,-0.10989671212921058,riyadh
2013-03-06,0.05900128785500339,-0.11695229660285997,riyadh
2013-03-14,0.08093209500519814,-0.27483228035165197,riyadh
2013-03-22,0.18821278112746498,-0.11300077536161512,riyadh
2013-03-30,0.08651369391861516,-0.22606049343875284,riyadh
2013-04-07,0.083618194022398,0.2672308373726342,riyadh
2013-04-15,0.024132600638199754,-0.13450675175748603,riyadh
2013-04-23,0.07946289998575996,-0.08183729403497739,riyadh
2013-05-01,0.027686272404315756,0.16359703467392123,riyadh
2013-05-09,0.02,0.09221135511810187,riyadh
2013-05-17,0.23856313351120528,-0.15975038329723099,riyadh
2013-05-25,0.18215523814001344,-0.13271188018682342,riyadh
2013-06-02,0.12182255435703229,-0.1776519652976224,riyadh
2013-06-10,0.19946418101436467,-0.1102149472418877,riyadh
2013-06-18,0.10607078925537755,0.15802562395602682,riyadh
2013-06-26,0.0655970242771432,0.17336837330388805,riyadh
2013-07-04,0.10190198738234194,0.256168539373226,riyadh
2013-07-12,0.03913225728849682,-0.17843083142781796,riyadh
2013-07-20,0.12397136793725945,0.26835290386712696,riyadh
2013-07-28,0.1302254251441811,-0.18011418407264063,riyadh
2013-08-05,0.09272553434687549,0.2760762538080441,riyadh
2013-08-13,0.06815953486380469,0.19829350620926134,riyadh
2013-08-21,0.03832054566362618,0.27768287779064804,riyadh
2013-08-29,0.02,0.12096814465934931,riyadh
2013-09-06,0.12098149453066359,-0.06366636235100301,riyadh
2013-09-14,0.04880614241783757,0.28101991211667665,riyadh
2013-09-22,0.05197841756102967,0.18409041979188706,riyadh
2013-09-30,0.02,0.06128327853387351,riyadh
2013-10-08,0.02422743822805025,0.21350396179471565,riyadh
2013-10-16,0.15354837352233638,-0.08578133007331917,riyadh
2013-10-24,0.1658917545978878,-0.19156481848188037,riyadh
