date,albedo_wsb,station
2013-01-01,0.24069907659252693,najran
2013-01-02,0.23583649776158355,najran
2013-01-03,0.22527517949562337,najran
2013-01-04,0.22702860143920967,najran
2013-01-05,0.2187707187736101,najran
2013-01-06,0.22436526888442374,najran
2013-01-07,0.2251405013250725,najran
2013-01-08,0.20762598143576744,najran
2013-01-09,0.2199672537879938,najran
2013-01-10,0.2214067703468023,najran
2013-01-11,0.23925901347085635,najran
2013-01-12,0.22880882088445145,najran
2013-01-13,0.25801353476391864,najran
2013-01-14,0.25742734430314435,najran
2013-01-15,0.24592525963161063,najran
2013-01-16,0.25142140031463833,najran
2013-01-17,0.262636688656047,najran
2013-01-18,0.2717965184684219,najran
2013-01-19,0.24875200988212307,najran
2013-01-20,0.2530916367800202,najran
2013-01-21,0.27348093957962305,najran
2013-01-22,0.264110681025709,najran
2013-01-23,0.24692770867284955,najran
2013-01-24,0.23718209277921148,najran
2013-01-25,0.23609874679286158,najran
2013-01-26,0.2551082067553071,najran
2013-01-27,0.21098979890463124,najran
2013-01-28,0.24159919734182914,najran
2013-01-29,0.2601686908018709,najran
2013-01-30,0.28474683360196335,najran
2013-01-31,0.23468538043118412,najran
2013-02-01,0.2377646439453872,najran
2013-02-02,0.23830474408718091,najran
2013-02-03,0.2022442040001586,najran
2013-02-04,0.2476107413466253,najran
2013-02-05,0.24939764898074432,najran
2013-02-06,0.2350125538875783,najran
2013-02-07,0.23972597960073788,najran
2013-02-08,0.23069079271596732,najran
2013-02-09,0.23495710941909656,najran
2013-02-10,0.23412516106738676,najran
2013-02-11,0.23537029418772085,najran
2013-02-12,0.23634937192370403,najran
2013-02-13,0.25865343172736127,najran
2013-02-14,0.2562911602210449,najran
2013-02-15,0.24945160978821032,najran
2013-02-16,0.2572096405323617,najran
2013-02-17,0.2524565050207669,najran
2013-02-18,0.24152727263881177,najran
2013-02-19,0.25349953392197894,najran
2013-02-20,0.256014825270532,najran
2013-02-21,0.2649298266665709,najran
2013-02-22,0.27022537891740783,najran
2013-02-23,0.2513462966962651,najran
2013-02-24,0.2514135764712876,najran
2013-02-25,0.25864120725965106,najran
2013-02-26,0.2747362118850832,najran
2013-02-27,0.2457259096284593,najran
2013-02-28,0.2582786601247468,najran
2013-03-01,0.25503174333466905,najran
2013-03-02,0.2558946190306332,najran
2013-03-03,0.26464104121273063,najran
2013-03-04,0.2634778370889983,najran
2013-03-05,0.25501548053326034,najran
2013-03-06,0.27482260701415057,najran
2013-03-07,0.26249735044318434,najran
2013-03-08,0.26122598375928036,najran
2013-03-09,0.2516678846810864,najran
2013-03-10,0.2628577518888432,najran
2013-03-11,0.2505142992726657,najran
2013-03-12,0.27660631820411463,najran
2013-03-13,0.28103259887156107,najran
2013-03-14,0.2904947841375998,najran
2013-03-15,0.28217936467410376,najran
2013-03-16,0.28767484131537113,najran
2013-03-17,0.309981948804687,najran
2013-03-18,0.28856267181775325,najran
2013-03-19,0.272104541702026,najran
2013-03-20,0.28569576061068336,najran
2013-03-21,0.28059694376180905,najran
2013-03-22,0.2799115773957438,najran
2013-03-23,0.29234660784858424,najran
2013-03-24,0.2821028447464085,najran
2013-03-25,0.26142972536769227,najran
2013-03-26,0.28377632699469457,najran
2013-03-27,0.2621283086064781,najran
2013-03-28,0.26698258563109123,najran
2013-03-29,0.2614023433946484,najran
2013-03-30,0.2748256322528791,najran
2013-03-31,0.27330233726868497,najran
2013-04-01,0.2893748132747242,najran
2013-04-02,0.29521156792049563,najran
2013-04-03,0.27791277666082015,najran
2013-04-04,0.28831438770371437,najran
2013-04-05,0.2995745930351768,najran
2013-04-06,0.29663107529539784,najran
2013-04-07,0.2981475882173853,najran
2013-04-08,0.2680279744531584,najran
2013-04-09,0.27253097371206636,najran
2013-04-10,0.2701231938428536,najran
2013-04-11,0.26726000734710376,najran
2013-04-12,0.2845298760985884,najran
2013-04-13,0.28507077995213675,najran
2013-04-14,0.2956889694196558,najran
2013-04-15,0.3034110259143653,najran
2013-04-16,0.27547820893562686,najran
2013-04-17,0.29710382803539603,najran
2013-04-18,0.2993231958592543,najran
2013-04-19,0.2764382111432117,najran
2013-04-20,0.280117205438871,najran
2013-04-21,0.29463105227569836,najran
2013-04-22,0.31131985778576066,najran
2013-04-23,0.30382689928547013,najran
2013-04-24,0.30307223109043663,najran
2013-04-25,0.30065860956759155,najran
2013-04-26,0.3006544742053904,najran
2013-04-27,0.29432358782076284,najran
2013-04-28,0.290613255174582,najran
2013-04-29,0.28520308739590555,najran
2013-04-30,0.3018511646150806,najran
2013-05-01,0.32752292180265297,najran
2013-05-02,0.33933771486585107,najran
2013-05-03,0.32151247852522674,najran
